exam,id,book,chapter,set,question,sourceFile,pdfPage,answerPage,availability,keyPosition,graded,issue,topic
Exam 3,b3-c12-s1-q01,3,12,1,1,Copy of Book 3.pdf,155,335,Located in assigned book,1,True,,Solubility and saturation
Exam 3,b3-c12-s1-q02,3,12,1,2,Copy of Book 3.pdf,155,335,Located in assigned book,2,True,,Solubility and saturation
Exam 3,b3-c12-s1-q03,3,12,1,3,Copy of Book 3.pdf,156,336,Located in assigned book,2,True,,Reading phase diagrams
Exam 3,b3-c12-s1-q04,3,12,1,4,Copy of Book 3.pdf,156,336,Located in assigned book,4,True,,Reading phase diagrams
Exam 3,b3-c12-s1-q05,3,12,1,5,Copy of Book 3.pdf,156,336,Located in assigned book,5,True,,Reading phase diagrams
Exam 3,b3-c12-s1-q06,3,12,1,6,Copy of Book 3.pdf,156,336,Located in assigned book,1,True,,Reading phase diagrams
Exam 3,b3-c12-s1-q07,3,12,1,7,Copy of Book 3.pdf,156,336,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c12-s1-q08,3,12,1,8,Copy of Book 3.pdf,157,337,Located in assigned book,1,True,,Eutectic microstructures
Exam 3,b3-c12-s1-q09,3,12,1,9,Copy of Book 3.pdf,157,337,Located in assigned book,2,False,The marked lead crystal structure needs verification; the item is excluded pending instructor clarification.,Phase names and compounds
Exam 3,b3-c12-s1-q10,3,12,1,10,Copy of Book 3.pdf,157,337,Located in assigned book,3,True,,Phase names and compounds
Exam 3,b3-c12-s1-q11,3,12,1,11,Copy of Book 3.pdf,157,337,Located in assigned book,1,True,,Phase names and compounds
Exam 3,b3-c12-s1-q12,3,12,1,12,Copy of Book 3.pdf,158,338,Located in assigned book,3,True,,Phase names and compounds
Exam 3,b3-c12-s1-q13,3,12,1,13,Copy of Book 3.pdf,158,338,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c12-s1-q14,3,12,1,14,Copy of Book 3.pdf,158,338,Located in assigned book,4,True,,Reading phase diagrams
Exam 3,b3-c12-s1-q15,3,12,1,15,Copy of Book 3.pdf,158,338,Located in assigned book,2,True,,Reading phase diagrams
Exam 3,b3-c12-s1-q16,3,12,1,16,Copy of Book 3.pdf,158,338,Located in assigned book,1,True,,Phase names and compounds
Exam 3,b3-c12-s1-q17,3,12,1,17,Copy of Book 3.pdf,159,339,Located in assigned book,3,True,,Phase names and compounds
Exam 3,b3-c12-s1-q18,3,12,1,18,Copy of Book 3.pdf,159,339,Located in assigned book,4,True,,Phase names and compounds
Exam 3,b3-c12-s1-q19,3,12,1,19,Copy of Book 3.pdf,159,339,Located in assigned book,4,True,,Eutectic microstructures
Exam 3,b3-c12-s1-q20,3,12,1,20,Copy of Book 3.pdf,159,339,Located in assigned book,4,True,,Eutectic microstructures
Exam 3,b3-c12-s1-q21,3,12,1,21,Copy of Book 3.pdf,160,340,Located in assigned book,4,True,,Eutectic microstructures
Exam 3,b3-c12-s1-q22,3,12,1,22,Copy of Book 3.pdf,160,340,Located in assigned book,2,True,,Solubility and saturation
Exam 3,b3-c12-s1-q23,3,12,1,23,Copy of Book 3.pdf,160,340,Located in assigned book,3,True,,Solubility and saturation
Exam 3,b3-c12-s1-q24,3,12,1,24,Copy of Book 3.pdf,160,340,Located in assigned book,2,True,,Solubility and saturation
Exam 3,b3-c12-s1-q25,3,12,1,25,Copy of Book 3.pdf,161,341,Located in assigned book,3,True,,Solubility and saturation
Exam 3,b3-c12-s1-q26,3,12,1,26,Copy of Book 3.pdf,161,341,Located in assigned book,3,True,,Solubility and saturation
Exam 3,b3-c12-s1-q27,3,12,1,27,Copy of Book 3.pdf,161,341,Located in assigned book,4,True,,Solubility and saturation
Exam 3,b3-c12-s1-q28,3,12,1,28,Copy of Book 3.pdf,161,341,Located in assigned book,2,True,,Solubility and saturation
Exam 3,b3-c12-s1-q29,3,12,1,29,Copy of Book 3.pdf,161,341,Located in assigned book,3,True,,Solubility and saturation
Exam 3,b3-c12-s1-q30,3,12,1,30,Copy of Book 3.pdf,162,342,Located in assigned book,4,True,,Solubility and saturation
Exam 3,b3-c12-s2-q01,3,12,2,1,Copy of Book 3.pdf,163,343,Located in assigned book,3,True,,Solubility and saturation
Exam 3,b3-c12-s2-q02,3,12,2,2,Copy of Book 3.pdf,163,343,Located in assigned book,3,True,,Solubility and saturation
Exam 3,b3-c12-s2-q03,3,12,2,3,Copy of Book 3.pdf,163,343,Located in assigned book,2,True,,Solubility and saturation
Exam 3,b3-c12-s2-q04,3,12,2,4,Copy of Book 3.pdf,163,343,Located in assigned book,5,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q05,3,12,2,5,Copy of Book 3.pdf,164,344,Located in assigned book,4,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q06,3,12,2,6,Copy of Book 3.pdf,164,344,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q07,3,12,2,7,Copy of Book 3.pdf,164,344,Located in assigned book,5,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q08,3,12,2,8,Copy of Book 3.pdf,164,344,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q09,3,12,2,9,Copy of Book 3.pdf,165,345,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q10,3,12,2,10,Copy of Book 3.pdf,165,345,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q11,3,12,2,11,Copy of Book 3.pdf,165,345,Located in assigned book,3,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q12,3,12,2,12,Copy of Book 3.pdf,165,345,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q13,3,12,2,13,Copy of Book 3.pdf,166,346,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q14,3,12,2,14,Copy of Book 3.pdf,166,346,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q15,3,12,2,15,Copy of Book 3.pdf,166,346,Located in assigned book,3,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q16,3,12,2,16,Copy of Book 3.pdf,166,346,Located in assigned book,4,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q17,3,12,2,17,Copy of Book 3.pdf,167,347,Located in assigned book,3,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q18,3,12,2,18,Copy of Book 3.pdf,167,347,Located in assigned book,3,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q19,3,12,2,19,Copy of Book 3.pdf,167,347,Located in assigned book,4,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q20,3,12,2,20,Copy of Book 3.pdf,167,347,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q21,3,12,2,21,Copy of Book 3.pdf,168,348,Located in assigned book,2,True,,Reading phase diagrams
Exam 3,b3-c12-s2-q22,3,12,2,22,Copy of Book 3.pdf,168,348,Located in assigned book,3,True,,Reading phase diagrams
Exam 3,b3-c12-s2-q23,3,12,2,23,Copy of Book 3.pdf,168,348,Located in assigned book,2,True,,Reading phase diagrams
Exam 3,b3-c12-s2-q24,3,12,2,24,Copy of Book 3.pdf,168,348,Located in assigned book,3,True,,Reading phase diagrams
Exam 3,b3-c12-s2-q25,3,12,2,25,Copy of Book 3.pdf,168,348,Located in assigned book,4,True,,Reading phase diagrams
Exam 3,b3-c12-s2-q26,3,12,2,26,Copy of Book 3.pdf,169,349,Located in assigned book,3,True,,Reading phase diagrams
Exam 3,b3-c12-s2-q27,3,12,2,27,Copy of Book 3.pdf,169,349,Located in assigned book,1,True,,Reading phase diagrams
Exam 3,b3-c12-s2-q28,3,12,2,28,Copy of Book 3.pdf,169,349,Located in assigned book,2,True,,Reading phase diagrams
Exam 3,b3-c12-s2-q29,3,12,2,29,Copy of Book 3.pdf,169,349,Located in assigned book,3,True,,Eutectic microstructures
Exam 3,b3-c12-s2-q30,3,12,2,30,Copy of Book 3.pdf,170,350,Located in assigned book,4,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q01,3,13,1,1,Copy of Book 3.pdf,191,371,Located in assigned book,3,True,,Reading phase diagrams
Exam 3,b3-c13-s1-q02,3,13,1,2,Copy of Book 3.pdf,191,371,Located in assigned book,3,True,,Reading phase diagrams
Exam 3,b3-c13-s1-q03,3,13,1,3,Copy of Book 3.pdf,192,372,Located in assigned book,2,True,,Reading phase diagrams
Exam 3,b3-c13-s1-q04,3,13,1,4,Copy of Book 3.pdf,192,372,Located in assigned book,1,True,,Reading phase diagrams
Exam 3,b3-c13-s1-q05,3,13,1,5,Copy of Book 3.pdf,192,372,Located in assigned book,2,True,,Reading phase diagrams
Exam 3,b3-c13-s1-q06,3,13,1,6,Copy of Book 3.pdf,192,372,Located in assigned book,3,True,,Reading phase diagrams
Exam 3,b3-c13-s1-q07,3,13,1,7,Copy of Book 3.pdf,193,373,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q08,3,13,1,8,Copy of Book 3.pdf,193,373,Located in assigned book,3,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q09,3,13,1,9,Copy of Book 3.pdf,193,373,Located in assigned book,5,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q10,3,13,1,10,Copy of Book 3.pdf,193,373,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q11,3,13,1,11,Copy of Book 3.pdf,194,374,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q12,3,13,1,12,Copy of Book 3.pdf,194,374,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q13,3,13,1,13,Copy of Book 3.pdf,194,374,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q14,3,13,1,14,Copy of Book 3.pdf,194,374,Located in assigned book,3,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q15,3,13,1,15,Copy of Book 3.pdf,194,374,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q16,3,13,1,16,Copy of Book 3.pdf,195,375,Located in assigned book,4,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q17,3,13,1,17,Copy of Book 3.pdf,195,375,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q18,3,13,1,18,Copy of Book 3.pdf,195,375,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q19,3,13,1,19,Copy of Book 3.pdf,196,376,Located in assigned book,3,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q20,3,13,1,20,Copy of Book 3.pdf,196,376,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q21,3,13,1,21,Copy of Book 3.pdf,196,376,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c13-s1-q22,3,13,1,22,Copy of Book 3.pdf,196,376,Located in assigned book,2,True,,Strengthening mechanisms
Exam 3,b3-c13-s1-q23,3,13,1,23,Copy of Book 3.pdf,197,377,Located in assigned book,2,True,,Strengthening mechanisms
Exam 3,b3-c13-s1-q24,3,13,1,24,Copy of Book 3.pdf,197,377,Located in assigned book,1,True,,Strengthening mechanisms
Exam 3,b3-c13-s1-q25,3,13,1,25,Copy of Book 3.pdf,197,377,Located in assigned book,1,True,,Strengthening mechanisms
Exam 3,b3-c13-s1-q26,3,13,1,26,Copy of Book 3.pdf,197,377,Located in assigned book,2,True,,Phase names and compounds
Exam 3,b3-c13-s1-q27,3,13,1,27,Copy of Book 3.pdf,197,377,Located in assigned book,3,True,,Phase names and compounds
Exam 3,b3-c13-s1-q28,3,13,1,28,Copy of Book 3.pdf,198,378,Located in assigned book,2,True,,Phase names and compounds
Exam 3,b3-c13-s1-q29,3,13,1,29,Copy of Book 3.pdf,198,378,Located in assigned book,2,True,,Phase names and compounds
Exam 3,b3-c13-s1-q30,3,13,1,30,Copy of Book 3.pdf,198,378,Located in assigned book,1,True,,Phase names and compounds
Exam 3,b3-c13-s2-q01,3,13,2,1,Copy of Book 3.pdf,199,379,Located in assigned book,2,True,,Phase names and compounds
Exam 3,b3-c13-s2-q02,3,13,2,2,Copy of Book 3.pdf,199,379,Located in assigned book,4,True,,Phase names and compounds
Exam 3,b3-c13-s2-q03,3,13,2,3,Copy of Book 3.pdf,199,379,Located in assigned book,1,True,,Phase names and compounds
Exam 3,b3-c13-s2-q04,3,13,2,4,Copy of Book 3.pdf,199,379,Located in assigned book,1,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q05,3,13,2,5,Copy of Book 3.pdf,200,380,Located in assigned book,2,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q06,3,13,2,6,Copy of Book 3.pdf,200,380,Located in assigned book,3,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q07,3,13,2,7,Copy of Book 3.pdf,200,380,Located in assigned book,4,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q08,3,13,2,8,Copy of Book 3.pdf,200,380,Located in assigned book,2,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q09,3,13,2,9,Copy of Book 3.pdf,200,380,Located in assigned book,3,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q10,3,13,2,10,Copy of Book 3.pdf,201,381,Located in assigned book,1,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q11,3,13,2,11,Copy of Book 3.pdf,201,381,Located in assigned book,3,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q12,3,13,2,12,Copy of Book 3.pdf,201,381,Located in assigned book,2,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q13,3,13,2,13,Copy of Book 3.pdf,201,381,Located in assigned book,1,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q14,3,13,2,14,Copy of Book 3.pdf,202,382,Located in assigned book,1,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q15,3,13,2,15,Copy of Book 3.pdf,202,382,Located in assigned book,1,False,The hypo/hyper composition label alone does not establish the steel/cast-iron category stated in the key. The carbon range needs clarification.,Iron–carbon landmarks
Exam 3,b3-c13-s2-q16,3,13,2,16,Copy of Book 3.pdf,202,382,Located in assigned book,2,False,The hypo/hyper composition label alone does not establish the steel/cast-iron category stated in the key. The carbon range needs clarification.,Iron–carbon landmarks
Exam 3,b3-c13-s2-q17,3,13,2,17,Copy of Book 3.pdf,202,382,Located in assigned book,2,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q18,3,13,2,18,Copy of Book 3.pdf,202,382,Located in assigned book,2,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q19,3,13,2,19,Copy of Book 3.pdf,203,383,Located in assigned book,1,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q20,3,13,2,20,Copy of Book 3.pdf,203,383,Located in assigned book,2,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q21,3,13,2,21,Copy of Book 3.pdf,203,383,Located in assigned book,3,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q22,3,13,2,22,Copy of Book 3.pdf,203,383,Located in assigned book,1,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q23,3,13,2,23,Copy of Book 3.pdf,203,383,Located in assigned book,1,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q24,3,13,2,24,Copy of Book 3.pdf,204,384,Located in assigned book,4,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q25,3,13,2,25,Copy of Book 3.pdf,204,384,Located in assigned book,1,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q26,3,13,2,26,Copy of Book 3.pdf,204,384,Located in assigned book,3,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q27,3,13,2,27,Copy of Book 3.pdf,204,384,Located in assigned book,4,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q28,3,13,2,28,Copy of Book 3.pdf,205,384,Located in assigned book,2,True,,Iron–carbon landmarks
Exam 3,b3-c13-s2-q29,3,13,2,29,Copy of Book 3.pdf,205,385,Located in assigned book,3,False,The delta-iron magnetism statement needs verification at the high temperatures where that phase exists.,Iron–carbon landmarks
Exam 3,b3-c13-s2-q30,3,13,2,30,Copy of Book 3.pdf,205,385,Located in assigned book,3,True,,Iron–carbon landmarks
Exam 3,b3-c14-s1-q01,3,14,1,1,Copy of Book 3.pdf,225,405,Located in assigned book,2,True,,Reading phase diagrams
Exam 3,b3-c14-s1-q02,3,14,1,2,Copy of Book 3.pdf,225,405,Located in assigned book,1,True,,Steel microstructures
Exam 3,b3-c14-s1-q03,3,14,1,3,Copy of Book 3.pdf,226,406,Located in assigned book,2,True,,Steel designations and properties
Exam 3,b3-c14-s1-q04,3,14,1,4,Copy of Book 3.pdf,226,406,Located in assigned book,3,True,,Steel designations and properties
Exam 3,b3-c14-s1-q05,3,14,1,5,Copy of Book 3.pdf,226,406,Located in assigned book,4,True,,Steel designations and properties
Exam 3,b3-c14-s1-q06,3,14,1,6,Copy of Book 3.pdf,226,406,Located in assigned book,3,True,,Steel microstructures
Exam 3,b3-c14-s1-q07,3,14,1,7,Copy of Book 3.pdf,226,406,Located in assigned book,2,True,,Reading phase diagrams
Exam 3,b3-c14-s1-q08,3,14,1,8,Copy of Book 3.pdf,227,407,Located in assigned book,1,True,,Reading phase diagrams
Exam 3,b3-c14-s1-q09,3,14,1,9,Copy of Book 3.pdf,227,407,Located in assigned book,5,False,No specific alloy system or property graph is supplied to support a universal maximum-strength eutectic claim.,Steel microstructures
Exam 3,b3-c14-s1-q10,3,14,1,10,Copy of Book 3.pdf,227,407,Located in assigned book,2,True,,Reading phase diagrams
Exam 3,b3-c14-s1-q11,3,14,1,11,Copy of Book 3.pdf,227,407,Located in assigned book,2,True,,Steel microstructures
Exam 3,b3-c14-s1-q12,3,14,1,12,Copy of Book 3.pdf,228,407,Located in assigned book,2,False,The reference to beta iron needs clarification in this chapter’s alpha/gamma/delta phase terminology.,Steel microstructures
Exam 3,b3-c14-s1-q13,3,14,1,13,Copy of Book 3.pdf,228,408,Located in assigned book,1,True,,Eutectic microstructures
Exam 3,b3-c14-s1-q14,3,14,1,14,Copy of Book 3.pdf,228,408,Located in assigned book,3,True,,Eutectic microstructures
Exam 3,b3-c14-s1-q15,3,14,1,15,Copy of Book 3.pdf,228,408,Located in assigned book,2,True,,Eutectic microstructures
Exam 3,b3-c14-s1-q16,3,14,1,16,Copy of Book 3.pdf,228,408,Located in assigned book,1,True,,Eutectic microstructures
Exam 3,b3-c14-s1-q17,3,14,1,17,Copy of Book 3.pdf,229,409,Located in assigned book,3,True,,Eutectic microstructures
Exam 3,b3-c14-s1-q18,3,14,1,18,Copy of Book 3.pdf,229,409,Located in assigned book,2,True,,Steel designations and properties
Exam 3,b3-c14-s1-q19,3,14,1,19,Copy of Book 3.pdf,229,409,Located in assigned book,2,True,,Steel microstructures
Exam 3,b3-c14-s1-q20,3,14,1,20,Copy of Book 3.pdf,229,409,Located in assigned book,1,True,,Steel microstructures
Exam 3,b3-c14-s1-q21,3,14,1,21,Copy of Book 3.pdf,230,410,Located in assigned book,1,True,,Steel microstructures
Exam 3,b3-c14-s1-q22,3,14,1,22,Copy of Book 3.pdf,230,410,Located in assigned book,2,True,,Steel designations and properties
Exam 3,b3-c14-s1-q23,3,14,1,23,Copy of Book 3.pdf,230,410,Located in assigned book,5,True,,Steel designations and properties
Exam 3,b3-c14-s1-q24,3,14,1,24,Copy of Book 3.pdf,230,410,Located in assigned book,2,True,,Steel designations and properties
Exam 3,b3-c14-s1-q25,3,14,1,25,Copy of Book 3.pdf,230,410,Located in assigned book,4,True,,Steel designations and properties
Exam 3,b3-c14-s1-q26,3,14,1,26,Copy of Book 3.pdf,231,411,Located in assigned book,2,True,,Steel designations and properties
Exam 3,b3-c14-s1-q27,3,14,1,27,Copy of Book 3.pdf,231,411,Located in assigned book,1,True,,Steel designations and properties
Exam 3,b3-c14-s1-q28,3,14,1,28,Copy of Book 3.pdf,231,411,Located in assigned book,2,True,,Steel designations and properties
Exam 3,b3-c14-s1-q29,3,14,1,29,Copy of Book 3.pdf,231,411,Located in assigned book,1,True,,Steel designations and properties
Exam 3,b3-c14-s1-q30,3,14,1,30,Copy of Book 3.pdf,231,411,Located in assigned book,1,True,,Steel designations and properties
Exam 3,b3-c14-s2-q01,3,14,2,1,Copy of Book 3.pdf,233,413,Located in assigned book,1,True,,Steel designations and properties
Exam 3,b3-c14-s2-q02,3,14,2,2,Copy of Book 3.pdf,233,413,Located in assigned book,2,True,,Steel designations and properties
Exam 3,b3-c14-s2-q03,3,14,2,3,Copy of Book 3.pdf,233,413,Located in assigned book,2,True,,Steel designations and properties
Exam 3,b3-c14-s2-q04,3,14,2,4,Copy of Book 3.pdf,233,413,Located in assigned book,2,True,,Steel designations and properties
Exam 3,b3-c14-s2-q05,3,14,2,5,Copy of Book 3.pdf,234,414,Located in assigned book,2,True,,Steel microstructures
Exam 3,b3-c14-s2-q06,3,14,2,6,Copy of Book 3.pdf,234,414,Located in assigned book,2,True,,Steel microstructures
Exam 3,b3-c14-s2-q07,3,14,2,7,Copy of Book 3.pdf,234,414,Located in assigned book,3,True,,Steel microstructures
Exam 3,b3-c14-s2-q08,3,14,2,8,Copy of Book 3.pdf,234,414,Located in assigned book,1,True,,Steel microstructures
Exam 3,b3-c14-s2-q09,3,14,2,9,Copy of Book 3.pdf,234,414,Located in assigned book,2,True,,Steel microstructures
Exam 3,b3-c14-s2-q10,3,14,2,10,Copy of Book 3.pdf,235,415,Located in assigned book,4,True,,Steel microstructures
Exam 3,b3-c14-s2-q11,3,14,2,11,Copy of Book 3.pdf,235,415,Located in assigned book,1,True,,Steel microstructures
